Sample	äwê∂é¿å±3TM_NaOH	
63.75	1730	388.5335175
63.76	1706	388.4151334
63.77	1702	388.3954028
63.78	1745	388.6075075
63.79	1716	388.4644601
63.8	1654	388.1586346
63.81	1684	388.3066147
63.82	1756	388.6617669
63.83	1786	388.809747
63.84	1793	388.8442756
63.85	1764	388.7012282
63.86	1753	388.6469689
63.87	1770	388.7308242
63.88	1816	388.957727
63.89	1761	388.6864302
63.9	1759	388.6765649
63.91	1750	388.6321709
63.92	1747	388.6173729
63.93	1737	388.5680462
63.94	1729	388.5285848
63.95	1739	388.5779115
63.96	1724	388.5039215
63.97	1766	388.7110936
63.98	1730	388.5335175
63.99	1705	388.4102008
64	1718	388.4743255
64.01	1754	388.6519015
64.02	1764	388.7012282
64.03	1723	388.4989888
64.04	1721	388.4891235
64.05	1745	388.6075075
64.06	1744	388.6025749
64.07	1706	388.4151334
64.08	1700	388.3855374
64.09	1710	388.4348641
64.1	1747	388.6173729
64.11	1724	388.5039215
64.12	1719	388.4792581
64.13	1722	388.4940561
64.14	1743	388.5976422
64.15	1735	388.5581808
64.16	1731	388.5384502
64.17	1728	388.5236521
64.18	1687	388.3214127
64.19	1709	388.4299314
64.2	1795	388.854141
64.21	1781	388.7850836
64.22	1721	388.4891235
64.23	1698	388.3756721
64.24	1704	388.4052681
64.25	1718	388.4743255
64.26	1679	388.2819514
64.27	1675	388.2622207
64.28	1717	388.4693928
64.29	1723	388.4989888
64.3	1753	388.6469689
64.31	1692	388.3460761
64.32	1682	388.2967494
64.33	1717	388.4693928
64.34	1714	388.4545948
64.35	1766	388.7110936
64.36	1758	388.6716322
64.37	1716	388.4644601
64.38	1738	388.5729788
64.39	1734	388.5532482
64.4	1738	388.5729788
64.41	1740	388.5828442
64.42	1723	388.4989888
64.43	1732	388.5433828
64.44	1744	388.6025749
64.45	1739	388.5779115
64.46	1735	388.5581808
64.47	1746	388.6124402
64.48	1743	388.5976422
64.49	1721	388.4891235
64.5	1681	388.2918167
64.51	1683	388.301682
64.52	1710	388.4348641
64.53	1753	388.6469689
64.54	1753	388.6469689
64.55	1756	388.6617669
64.56	1703	388.4003354
64.57	1678	388.2770187
64.58	1691	388.3411434
64.59	1727	388.5187195
64.6	1736	388.5631135
64.61	1665	388.212894
64.62	1668	388.227692
64.63	1729	388.5285848
64.64	1719	388.4792581
64.65	1719	388.4792581
64.66	1703	388.4003354
64.67	1666	388.2178267
64.68	1672	388.2474227
64.69	1680	388.286884
64.7	1680	388.286884
64.71	1729	388.5285848
64.72	1760	388.6814976
64.73	1739	388.5779115
64.74	1721	388.4891235
64.75	1733	388.5483155
64.76	1739	388.5779115
64.77	1765	388.7061609
64.78	1749	388.6272382
64.79	1772	388.7406896
64.8	1760	388.6814976
64.81	1734	388.5532482
64.82	1716	388.4644601
64.83	1723	388.4989888
64.84	1741	388.5877768
64.85	1722	388.4940561
64.86	1698	388.3756721
64.87	1738	388.5729788
64.88	1740	388.5828442
64.89	1725	388.5088541
64.9	1721	388.4891235
64.91	1736	388.5631135
64.92	1753	388.6469689
64.93	1760	388.6814976
64.94	1763	388.6962956
64.95	1720	388.4841908
64.96	1718	388.4743255
64.97	1726	388.5137868
64.98	1696	388.3658067
64.99	1718	388.4743255
65	1689	388.3312781
65.01	1670	388.2375573
65.02	1694	388.3559414
65.03	1728	388.5236521
65.04	1703	388.4003354
65.05	1673	388.2523553
65.06	1694	388.3559414
65.07	1732	388.5433828
65.08	1749	388.6272382
65.09	1726	388.5137868
65.1	1708	388.4249988
65.11	1726	388.5137868
65.12	1723	388.4989888
65.13	1724	388.5039215
65.14	1732	388.5433828
65.15	1714	388.4545948
65.16	1673	388.2523553
65.17	1676	388.2671534
65.18	1677	388.272086
65.19	1696	388.3658067
65.2	1690	388.3362107
65.21	1705	388.4102008
65.22	1724	388.5039215
65.23	1741	388.5877768
65.24	1749	388.6272382
65.25	1739	388.5779115
65.26	1745	388.6075075
65.27	1723	388.4989888
65.28	1683	388.301682
65.29	1692	388.3460761
65.3	1733	388.5483155
65.31	1768	388.7209589
65.32	1746	388.6124402
65.33	1739	388.5779115
65.34	1737	388.5680462
65.35	1747	388.6173729
65.36	1727	388.5187195
65.37	1719	388.4792581
65.38	1728	388.5236521
65.39	1729	388.5285848
65.4	1721	388.4891235
65.41	1688	388.3263454
65.42	1687	388.3214127
65.43	1736	388.5631135
65.44	1751	388.6371035
65.45	1695	388.3608741
65.46	1680	388.286884
65.47	1688	388.3263454
65.48	1711	388.4397968
65.49	1741	388.5877768
65.5	1748	388.6223055
65.51	1727	388.5187195
65.52	1712	388.4447294
65.53	1700	388.3855374
65.54	1744	388.6025749
65.55	1776	388.7604203
65.56	1746	388.6124402
65.57	1731	388.5384502
65.58	1767	388.7160262
65.59	1760	388.6814976
65.6	1748	388.6223055
65.61	1747	388.6173729
65.62	1731	388.5384502
65.63	1683	388.301682
65.64	1674	388.257288
65.65	1700	388.3855374
65.66	1713	388.4496621
65.67	1733	388.5483155
65.68	1711	388.4397968
65.69	1703	388.4003354
65.7	1730	388.5335175
65.71	1742	388.5927095
65.72	1753	388.6469689
65.73	1728	388.5236521
65.74	1707	388.4200661
65.75	1704	388.4052681
65.76	1724	388.5039215
65.77	1737	388.5680462
65.78	1744	388.6025749
65.79	1733	388.5483155
65.8	1718	388.4743255
65.81	1713	388.4496621
65.82	1739	388.5779115
65.83	1739	388.5779115
65.84	1698	388.3756721
65.85	1715	388.4595275
65.86	1728	388.5236521
65.87	1746	388.6124402
65.88	1779	388.7752183
65.89	1747	388.6173729
65.9	1720	388.4841908
65.91	1743	388.5976422
65.92	1751	388.6371035
65.93	1770	388.7308242
65.94	1756	388.6617669
65.95	1737	388.5680462
65.96	1717	388.4693928
65.97	1736	388.5631135
65.98	1740	388.5828442
65.99	1740	388.5828442
66	1733	388.5483155
66.01	1708	388.4249988
66.02	1705	388.4102008
66.03	1727	388.5187195
66.04	1743	388.5976422
66.05	1695	388.3608741
66.06	1686	388.31648
66.07	1715	388.4595275
66.08	1743	388.5976422
66.09	1783	388.7949489
66.1	1789	388.824545
66.11	1780	388.7801509
66.12	1785	388.8048143
66.13	1804	388.898535
66.14	1784	388.7998816
66.15	1766	388.7110936
66.16	1777	388.7653529
66.17	1777	388.7653529
66.18	1781	388.7850836
66.19	1791	388.8344103
66.2	1807	388.913333
66.21	1786	388.809747
66.22	1810	388.928131
66.23	1905	389.3967346
66.24	1970	389.7173581
66.25	1997	389.8505401
66.26	2060	390.1612983
66.27	2121	390.4621911
66.28	2150	390.6052385
66.29	2117	390.4424604
66.3	2040	390.0626449
66.31	1953	389.6335027
66.32	1879	389.2684852
66.33	1829	389.0218517
66.34	1826	389.0070537
66.35	1838	389.0662457
66.36	1822	388.987323
66.37	1793	388.8442756
66.38	1760	388.6814976
66.39	1767	388.7160262
66.4	1788	388.8196123
66.41	1783	388.7949489
66.42	1827	389.0119864
66.43	1877	389.2586198
66.44	1881	389.2783505
66.45	1922	389.4805899
66.46	1954	389.6384354
66.47	1927	389.5052533
66.48	1880	389.2734178
66.49	1839	389.0711784
66.5	1782	388.7900163
66.51	1737	388.5680462
66.52	1758	388.6716322
66.53	1774	388.7505549
66.54	1737	388.5680462
66.55	1706	388.4151334
66.56	1722	388.4940561
66.57	1715	388.4595275
66.58	1723	388.4989888
66.59	1752	388.6420362
66.6	1731	388.5384502
66.61	1721	388.4891235
66.62	1742	388.5927095
66.63	1767	388.7160262
66.64	1736	388.5631135
66.65	1761	388.6864302
66.66	1772	388.7406896
66.67	1738	388.5729788
66.68	1731	388.5384502
66.69	1734	388.5532482
66.7	1749	388.6272382
66.71	1784	388.7998816
66.72	1791	388.8344103
66.73	1770	388.7308242
66.74	1764	388.7012282
66.75	1765	388.7061609
66.76	1777	388.7653529
66.77	1762	388.6913629
66.78	1725	388.5088541
66.79	1745	388.6075075
66.8	1775	388.7554876
66.81	1750	388.6321709
66.82	1763	388.6962956
66.83	1813	388.942929
66.84	1789	388.824545
66.85	1756	388.6617669
66.86	1765	388.7061609
66.87	1736	388.5631135
66.88	1740	388.5828442
66.89	1741	388.5877768
66.9	1743	388.5976422
66.91	1783	388.7949489
66.92	1791	388.8344103
66.93	1756	388.6617669
66.94	1744	388.6025749
66.95	1761	388.6864302
66.96	1739	388.5779115
66.97	1733	388.5483155
66.98	1772	388.7406896
66.99	1792	388.839343
67	1784	388.7998816
67.01	1761	388.6864302
67.02	1750	388.6321709
67.03	1746	388.6124402
67.04	1738	388.5729788
67.05	1774	388.7505549
67.06	1789	388.824545
67.07	1742	388.5927095
67.08	1746	388.6124402
67.09	1752	388.6420362
67.1	1763	388.6962956
67.11	1730	388.5335175
67.12	1686	388.31648
67.13	1706	388.4151334
67.14	1742	388.5927095
67.15	1749	388.6272382
67.16	1728	388.5236521
67.17	1693	388.3510087
67.18	1693	388.3510087
67.19	1731	388.5384502
67.2	1762	388.6913629
67.21	1778	388.7702856
67.22	1765	388.7061609
67.23	1741	388.5877768
67.24	1750	388.6321709
67.25	1784	388.7998816
67.26	1784	388.7998816
67.27	1757	388.6666996
67.28	1759	388.6765649
67.29	1757	388.6666996
67.3	1748	388.6223055
67.31	1757	388.6666996
67.32	1768	388.7209589
67.33	1778	388.7702856
67.34	1788	388.8196123
67.35	1782	388.7900163
67.36	1791	388.8344103
67.37	1762	388.6913629
67.38	1723	388.4989888
67.39	1724	388.5039215
67.4	1721	388.4891235
67.41	1748	388.6223055
67.42	1779	388.7752183
67.43	1781	388.7850836
67.44	1755	388.6568342
67.45	1742	388.5927095
67.46	1746	388.6124402
67.47	1762	388.6913629
67.48	1768	388.7209589
67.49	1752	388.6420362
67.5	1760	388.6814976
67.51	1735	388.5581808
67.52	1713	388.4496621
67.53	1732	388.5433828
67.54	1738	388.5729788
67.55	1725	388.5088541
67.56	1735	388.5581808
67.57	1744	388.6025749
67.58	1755	388.6568342
67.59	1765	388.7061609
67.6	1749	388.6272382
67.61	1746	388.6124402
67.62	1761	388.6864302
67.63	1765	388.7061609
67.64	1743	388.5976422
67.65	1737	388.5680462
67.66	1743	388.5976422
67.67	1741	388.5877768
67.68	1740	388.5828442
67.69	1720	388.4841908
67.7	1709	388.4299314
67.71	1757	388.6666996
67.72	1789	388.824545
67.73	1774	388.7505549
67.74	1735	388.5581808
67.75	1726	388.5137868
67.76	1761	388.6864302
67.77	1790	388.8294776
67.78	1770	388.7308242
67.79	1722	388.4940561
67.8	1723	388.4989888
67.81	1744	388.6025749
67.82	1768	388.7209589
67.83	1793	388.8442756
67.84	1786	388.809747
67.85	1778	388.7702856
67.86	1784	388.7998816
67.87	1788	388.8196123
67.88	1791	388.8344103
67.89	1764	388.7012282
67.9	1733	388.5483155
67.91	1729	388.5285848
67.92	1726	388.5137868
67.93	1731	388.5384502
67.94	1746	388.6124402
67.95	1760	388.6814976
67.96	1775	388.7554876
67.97	1779	388.7752183
67.98	1763	388.6962956
67.99	1771	388.7357569
68	1767	388.7160262
68.01	1743	388.5976422
68.02	1740	388.5828442
68.03	1770	388.7308242
68.04	1797	388.8640063
68.05	1768	388.7209589
68.06	1714	388.4545948
68.07	1695	388.3608741
68.08	1706	388.4151334
68.09	1736	388.5631135
68.1	1754	388.6519015
68.11	1765	388.7061609
68.12	1784	388.7998816
68.13	1780	388.7801509
68.14	1787	388.8146796
68.15	1746	388.6124402
68.16	1740	388.5828442
68.17	1778	388.7702856
68.18	1767	388.7160262
68.19	1767	388.7160262
68.2	1778	388.7702856
68.21	1776	388.7604203
68.22	1776	388.7604203
68.23	1771	388.7357569
68.24	1748	388.6223055
68.25	1754	388.6519015
68.26	1754	388.6519015
68.27	1754	388.6519015
68.28	1768	388.7209589
68.29	1781	388.7850836
68.3	1766	388.7110936
68.31	1761	388.6864302
68.32	1782	388.7900163
68.33	1734	388.5532482
68.34	1730	388.5335175
68.35	1806	388.9084003
68.36	1781	388.7850836
68.37	1782	388.7900163
68.38	1781	388.7850836
68.39	1784	388.7998816
68.4	1751	388.6371035
68.41	1716	388.4644601
68.42	1733	388.5483155
68.43	1774	388.7505549
68.44	1785	388.8048143
68.45	1755	388.6568342
68.46	1760	388.6814976
68.47	1767	388.7160262
68.48	1791	388.8344103
68.49	1824	388.9971884
68.5	1814	388.9478617
68.51	1772	388.7406896
68.52	1765	388.7061609
68.53	1786	388.809747
68.54	1781	388.7850836
68.55	1767	388.7160262
68.56	1763	388.6962956
68.57	1764	388.7012282
68.58	1792	388.839343
68.59	1761	388.6864302
68.6	1734	388.5532482
68.61	1718	388.4743255
68.62	1719	388.4792581
68.63	1760	388.6814976
68.64	1769	388.7258916
68.65	1739	388.5779115
68.66	1738	388.5729788
68.67	1760	388.6814976
68.68	1778	388.7702856
68.69	1751	388.6371035
68.7	1723	388.4989888
68.71	1738	388.5729788
68.72	1760	388.6814976
68.73	1747	388.6173729
68.74	1735	388.5581808
68.75	1746	388.6124402
68.76	1718	388.4743255
68.77	1713	388.4496621
68.78	1759	388.6765649
68.79	1776	388.7604203
68.8	1774	388.7505549
68.81	1757	388.6666996
68.82	1739	388.5779115
68.83	1759	388.6765649
68.84	1786	388.809747
68.85	1769	388.7258916
68.86	1767	388.7160262
68.87	1758	388.6716322
68.88	1740	388.5828442
68.89	1748	388.6223055
68.9	1771	388.7357569
68.91	1799	388.8738717
68.92	1809	388.9231983
68.93	1767	388.7160262
68.94	1737	388.5680462
68.95	1735	388.5581808
68.96	1751	388.6371035
68.97	1770	388.7308242
68.98	1761	388.6864302
68.99	1800	388.8788043
69	1790	388.8294776
69.01	1774	388.7505549
69.02	1795	388.854141
69.03	1776	388.7604203
69.04	1734	388.5532482
69.05	1756	388.6617669
69.06	1779	388.7752183
69.07	1777	388.7653529
69.08	1770	388.7308242
69.09	1768	388.7209589
69.1	1766	388.7110936
69.11	1774	388.7505549
69.12	1745	388.6075075
69.13	1721	388.4891235
69.14	1718	388.4743255
69.15	1725	388.5088541
69.16	1739	388.5779115
69.17	1777	388.7653529
69.18	1769	388.7258916
69.19	1765	388.7061609
69.2	1787	388.8146796
69.21	1785	388.8048143
69.22	1757	388.6666996
69.23	1782	388.7900163
69.24	1764	388.7012282
69.25	1785	388.8048143
69.26	1788	388.8196123
69.27	1796	388.8590736
69.28	1759	388.6765649
69.29	1752	388.6420362
69.3	1720	388.4841908
69.31	1744	388.6025749
69.32	1759	388.6765649
69.33	1751	388.6371035
69.34	1781	388.7850836
69.35	1803	388.8936023
69.36	1795	388.854141
69.37	1770	388.7308242
69.38	1751	388.6371035
69.39	1758	388.6716322
69.4	1793	388.8442756
69.41	1823	388.9922557
69.42	1798	388.868939
69.43	1776	388.7604203
69.44	1744	388.6025749
69.45	1750	388.6321709
69.46	1776	388.7604203
69.47	1778	388.7702856
69.48	1768	388.7209589
69.49	1736	388.5631135
69.5	1728	388.5236521
69.51	1740	388.5828442
69.52	1768	388.7209589
69.53	1755	388.6568342
69.54	1754	388.6519015
69.55	1809	388.9231983
69.56	1833	389.0415824
69.57	1806	388.9084003
69.58	1791	388.8344103
69.59	1772	388.7406896
69.6	1774	388.7505549
69.61	1738	388.5729788
69.62	1736	388.5631135
69.63	1749	388.6272382
69.64	1771	388.7357569
69.65	1773	388.7456223
69.66	1797	388.8640063
69.67	1772	388.7406896
69.68	1719	388.4792581
69.69	1721	388.4891235
69.7	1794	388.8492083
69.71	1793	388.8442756
69.72	1786	388.809747
69.73	1804	388.898535
69.74	1772	388.7406896
69.75	1783	388.7949489
69.76	1813	388.942929
69.77	1825	389.002121
69.78	1786	388.809747
69.79	1778	388.7702856
69.8	1805	388.9034677
69.81	1777	388.7653529
69.82	1820	388.9774577
69.83	1812	388.9379963
69.84	1748	388.6223055
69.85	1779	388.7752183
69.86	1771	388.7357569
69.87	1723	388.4989888
69.88	1693	388.3510087
69.89	1740	388.5828442
69.9	1741	388.5877768
69.91	1795	388.854141
69.92	1776	388.7604203
69.93	1720	388.4841908
69.94	1716	388.4644601
69.95	1736	388.5631135
69.96	1766	388.7110936
69.97	1761	388.6864302
69.98	1783	388.7949489
69.99	1820	388.9774577
70	1834	389.0465151
70.01	1814	388.9478617
70.02	1815	388.9527944
70.03	1806	388.9084003
70.04	1787	388.8146796
70.05	1782	388.7900163
70.06	1779	388.7752183
70.07	1772	388.7406896
70.08	1791	388.8344103
70.09	1811	388.9330637
70.1	1783	388.7949489
70.11	1740	388.5828442
70.12	1750	388.6321709
70.13	1777	388.7653529
70.14	1769	388.7258916
70.15	1809	388.9231983
70.16	1812	388.9379963
70.17	1755	388.6568342
70.18	1726	388.5137868
70.19	1747	388.6173729
70.2	1764	388.7012282
70.21	1811	388.9330637
70.22	1768	388.7209589
70.23	1781	388.7850836
70.24	1784	388.7998816
70.25	1760	388.6814976
70.26	1785	388.8048143
70.27	1791	388.8344103
70.28	1802	388.8886697
70.29	1849	389.1205051
70.3	1844	389.0958418
70.31	1778	388.7702856
70.32	1793	388.8442756
70.33	1781	388.7850836
70.34	1777	388.7653529
70.35	1786	388.809747
70.36	1794	388.8492083
70.37	1817	388.9626597
70.38	1820	388.9774577
70.39	1828	389.0169191
70.4	1838	389.0662457
70.41	1827	389.0119864
70.42	1816	388.957727
70.43	1781	388.7850836
70.44	1811	388.9330637
70.45	1863	389.1895625
70.46	1864	389.1944951
70.47	1824	388.9971884
70.48	1829	389.0218517
70.49	1829	389.0218517
70.5	1778	388.7702856
70.51	1818	388.9675924
70.52	1865	389.1994278
70.53	1791	388.8344103
70.54	1767	388.7160262
70.55	1764	388.7012282
70.56	1785	388.8048143
70.57	1780	388.7801509
70.58	1804	388.898535
70.59	1793	388.8442756
70.6	1769	388.7258916
70.61	1815	388.9527944
70.62	1829	389.0218517
70.63	1809	388.9231983
70.64	1772	388.7406896
70.65	1794	388.8492083
70.66	1839	389.0711784
70.67	1829	389.0218517
70.68	1782	388.7900163
70.69	1773	388.7456223
70.7	1795	388.854141
70.71	1816	388.957727
70.72	1864	389.1944951
70.73	1811	388.9330637
70.74	1789	388.824545
70.75	1740	388.5828442
70.76	1755	388.6568342
70.77	1780	388.7801509
70.78	1778	388.7702856
70.79	1798	388.868939
70.8	1779	388.7752183
70.81	1802	388.8886697
70.82	1783	388.7949489
70.83	1782	388.7900163
70.84	1770	388.7308242
70.85	1793	388.8442756
70.86	1789	388.824545
70.87	1809	388.9231983
70.88	1760	388.6814976
70.89	1777	388.7653529
70.9	1759	388.6765649
70.91	1793	388.8442756
70.92	1788	388.8196123
70.93	1800	388.8788043
70.94	1811	388.9330637
70.95	1748	388.6223055
70.96	1740	388.5828442
70.97	1752	388.6420362
70.98	1838	389.0662457
70.99	1831	389.0317171
71	1773	388.7456223
71.01	1772	388.7406896
71.02	1790	388.8294776
71.03	1810	388.928131
71.04	1767	388.7160262
71.05	1743	388.5976422
71.06	1762	388.6913629
71.07	1753	388.6469689
71.08	1796	388.8590736
71.09	1800	388.8788043
71.1	1778	388.7702856
71.11	1806	388.9084003
71.12	1813	388.942929
71.13	1806	388.9084003
71.14	1835	389.0514477
71.15	1812	388.9379963
71.16	1785	388.8048143
71.17	1861	389.1796971
71.18	1827	389.0119864
71.19	1814	388.9478617
71.2	1778	388.7702856
71.21	1795	388.854141
71.22	1836	389.0563804
71.23	1846	389.1057071
71.24	1857	389.1599665
71.25	1805	388.9034677
71.26	1815	388.9527944
71.27	1779	388.7752183
71.28	1813	388.942929
71.29	1866	389.2043605
71.3	1854	389.1451685
71.31	1800	388.8788043
71.32	1785	388.8048143
71.33	1839	389.0711784
71.34	1819	388.972525
71.35	1846	389.1057071
71.36	1843	389.0909091
71.37	1781	388.7850836
71.38	1813	388.942929
71.39	1817	388.9626597
71.4	1824	388.9971884
71.41	1893	389.3375425
71.42	1923	389.4855226
71.43	1885	389.2980812
71.44	1940	389.569378
71.45	1993	389.8308095
71.46	2076	390.240221
71.47	2184	390.7729492
71.48	2399	391.8334731
71.49	2605	392.8496029
71.5	2828	393.9495881
71.51	3000	394.7980072
71.52	3083	395.2074187
71.53	2948	394.5415084
71.54	2792	393.772012
71.55	2600	392.8249396
71.56	2341	391.5473783
71.57	2147	390.5904405
71.58	2048	390.1021062
71.59	1993	389.8308095
71.6	1943	389.584176
71.61	1931	389.524984
71.62	1915	389.4460613
71.63	1947	389.6039067
71.64	1960	389.6680314
71.65	1887	389.3079465
71.66	1898	389.3622059
71.67	1972	389.7272234
71.68	2041	390.0675776
71.69	2177	390.7384206
71.7	2267	391.1823608
71.71	2282	391.2563508
71.72	2329	391.4881863
71.73	2390	391.7890791
71.74	2302	391.3550042
71.75	2296	391.3254082
71.76	2090	390.3092784
71.77	2074	390.2303556
71.78	2021	389.9689242
71.79	2014	389.9343955
71.8	1985	389.7913481
71.81	1941	389.5743107
71.82	1851	389.1303704
71.83	1855	389.1501011
71.84	1881	389.2783505
71.85	1866	389.2043605
71.86	1849	389.1205051
71.87	1832	389.0366497
71.88	1808	388.9182657
71.89	1778	388.7702856
71.9	1846	389.1057071
71.91	1861	389.1796971
71.92	1800	388.8788043
71.93	1774	388.7505549
71.94	1809	388.9231983
71.95	1820	388.9774577
71.96	1808	388.9182657
71.97	1851	389.1303704
71.98	1877	389.2586198
71.99	1855	389.1501011
72	1815	388.9527944
72.01	1850	389.1254378
72.02	1760	388.6814976
72.03	1783	388.7949489
72.04	1824	388.9971884
72.05	1839	389.0711784
72.06	1789	388.824545
72.07	1822	388.987323
72.08	1789	388.824545
72.09	1783	388.7949489
72.1	1798	388.868939
72.11	1813	388.942929
72.12	1821	388.9823904
72.13	1842	389.0859764
72.14	1860	389.1747645
72.15	1805	388.9034677
72.16	1777	388.7653529
72.17	1818	388.9675924
72.18	1815	388.9527944
72.19	1818	388.9675924
72.2	1808	388.9182657
72.21	1799	388.8738717
72.22	1808	388.9182657
72.23	1804	388.898535
72.24	1788	388.8196123
72.25	1802	388.8886697
72.26	1822	388.987323
72.27	1773	388.7456223
72.28	1744	388.6025749
72.29	1807	388.913333
72.3	1812	388.9379963
72.31	1813	388.942929
72.32	1834	389.0465151
72.33	1808	388.9182657
72.34	1794	388.8492083
72.35	1769	388.7258916
72.36	1766	388.7110936
72.37	1834	389.0465151
72.38	1835	389.0514477
72.39	1843	389.0909091
72.4	1815	388.9527944
72.41	1825	389.002121
72.42	1788	388.8196123
72.43	1761	388.6864302
72.44	1744	388.6025749
72.45	1783	388.7949489
72.46	1815	388.9527944
72.47	1805	388.9034677
72.48	1792	388.839343
72.49	1810	388.928131
72.5	1830	389.0267844
72.51	1820	388.9774577
72.52	1808	388.9182657
72.53	1813	388.942929
72.54	1829	389.0218517
72.55	1820	388.9774577
72.56	1827	389.0119864
72.57	1858	389.1648991
72.58	1917	389.4559266
72.59	1838	389.0662457
72.6	1829	389.0218517
72.61	1807	388.913333
72.62	1802	388.8886697
72.63	1873	389.2388892
72.64	1887	389.3079465
72.65	1843	389.0909091
72.66	1845	389.1007744
72.67	1859	389.1698318
72.68	1811	388.9330637
72.69	1816	388.957727
72.7	1824	388.9971884
72.71	1836	389.0563804
72.72	1840	389.0761111
72.73	1898	389.3622059
72.74	1902	389.3819366
72.75	1837	389.0613131
72.76	1843	389.0909091
72.77	1906	389.4016672
72.78	1895	389.3474079
72.79	1873	389.2388892
72.8	1914	389.4411286
72.81	1910	389.4213979
72.82	1902	389.3819366
72.83	1872	389.2339565
72.84	1847	389.1106398
72.85	1853	389.1402358
72.86	1891	389.3276772
72.87	1939	389.5644453
72.88	1917	389.4559266
72.89	1884	389.2931485
72.9	1883	389.2882159
72.91	1886	389.3030139
72.92	1902	389.3819366
72.93	1906	389.4016672
72.94	1858	389.1648991
72.95	1834	389.0465151
72.96	1830	389.0267844
72.97	1807	388.913333
72.98	1794	388.8492083
72.99	1865	389.1994278
73	1835	389.0514477
73.01	1818	388.9675924
73.02	1782	388.7900163
73.03	1842	389.0859764
73.04	1840	389.0761111
73.05	1868	389.2142258
73.06	1895	389.3474079
73.07	1847	389.1106398
73.08	1826	389.0070537
73.09	1854	389.1451685
73.1	1847	389.1106398
73.11	1802	388.8886697
73.12	1789	388.824545
73.13	1798	388.868939
73.14	1800	388.8788043
73.15	1835	389.0514477
73.16	1831	389.0317171
73.17	1859	389.1698318
73.18	1833	389.0415824
73.19	1824	388.9971884
73.2	1818	388.9675924
73.21	1792	388.839343
73.22	1793	388.8442756
73.23	1799	388.8738717
73.24	1804	388.898535
73.25	1822	388.987323
73.26	1830	389.0267844
73.27	1821	388.9823904
73.28	1798	388.868939
73.29	1816	388.957727
73.3	1810	388.928131
73.31	1827	389.0119864
73.32	1847	389.1106398
73.33	1845	389.1007744
73.34	1851	389.1303704
73.35	1843	389.0909091
73.36	1810	388.928131
73.37	1808	388.9182657
73.38	1837	389.0613131
73.39	1825	389.002121
73.4	1793	388.8442756
73.41	1787	388.8146796
73.42	1781	388.7850836
73.43	1812	388.9379963
73.44	1820	388.9774577
73.45	1841	389.0810438
73.46	1849	389.1205051
73.47	1841	389.0810438
73.48	1873	389.2388892
73.49	1863	389.1895625
73.5	1858	389.1648991
73.51	1885	389.2980812
73.52	1888	389.3128792
73.53	1860	389.1747645
73.54	1842	389.0859764
73.55	1815	388.9527944
73.56	1810	388.928131
73.57	1811	388.9330637
73.58	1795	388.854141
73.59	1800	388.8788043
73.6	1809	388.9231983
73.61	1826	389.0070537
73.62	1801	388.883737
73.63	1789	388.824545
73.64	1818	388.9675924
73.65	1852	389.1353031
73.66	1876	389.2536872
73.67	1812	388.9379963
73.68	1803	388.8936023
73.69	1830	389.0267844
73.7	1814	388.9478617
73.71	1786	388.809747
73.72	1829	389.0218517
73.73	1856	389.1550338
73.74	1843	389.0909091
73.75	1828	389.0169191
73.76	1835	389.0514477
73.77	1838	389.0662457
73.78	1810	388.928131
73.79	1812	388.9379963
73.8	1814	388.9478617
73.81	1804	388.898535
73.82	1834	389.0465151
73.83	1814	388.9478617
73.84	1830	389.0267844
73.85	1841	389.0810438
73.86	1832	389.0366497
73.87	1803	388.8936023
73.88	1781	388.7850836
73.89	1817	388.9626597
73.9	1864	389.1944951
73.91	1865	389.1994278
73.92	1854	389.1451685
73.93	1846	389.1057071
73.94	1853	389.1402358
73.95	1819	388.972525
73.96	1799	388.8738717
73.97	1792	388.839343
73.98	1813	388.942929
73.99	1824	388.9971884
74	1807	388.913333
74.01	1814	388.9478617
74.02	1814	388.9478617
74.03	1847	389.1106398
74.04	1864	389.1944951
74.05	1831	389.0317171
74.06	1854	389.1451685
74.07	1879	389.2684852
74.08	1860	389.1747645
74.09	1837	389.0613131
74.1	1823	388.9922557
74.11	1862	389.1846298
74.12	1866	389.2043605
74.13	1847	389.1106398
74.14	1813	388.942929
74.15	1800	388.8788043
74.16	1830	389.0267844
74.17	1843	389.0909091
74.18	1855	389.1501011
74.19	1863	389.1895625
74.2	1853	389.1402358
74.21	1856	389.1550338
74.22	1857	389.1599665
74.23	1850	389.1254378
74.24	1874	389.2438218
74.25	1859	389.1698318
74.26	1829	389.0218517
74.27	1841	389.0810438
74.28	1876	389.2536872
74.29	1872	389.2339565
74.3	1844	389.0958418
74.31	1833	389.0415824
74.32	1865	389.1994278
74.33	1888	389.3128792
74.34	1892	389.3326099
74.35	1884	389.2931485
74.36	1892	389.3326099
74.37	1952	389.62857
74.38	1941	389.5743107
74.39	1897	389.3572732
74.4	1910	389.4213979
74.41	1939	389.5644453
74.42	1965	389.6926947
74.43	1967	389.7025601
74.44	1942	389.5792433
74.45	1941	389.5743107
74.46	1981	389.7716174
74.47	2036	390.0429142
74.48	2050	390.1119716
74.49	2119	390.4523258
74.5	2228	390.9899867
74.51	2335	391.5177823
74.52	2420	391.9370591
74.53	2591	392.7805456
74.54	2913	394.368865
74.55	3346	396.5047107
74.56	3873	399.1042273
74.57	4324	401.328861
74.58	4634	402.8579885
